['3', 'Democratic', 'Liberal', 'White', 'Female', 'Catholic', '50000-74999', 'College', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['372', 'Independent', 'Conservative', 'White', 'Female', 'Protestant', '75000-99999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['373', 'Democratic', 'Liberal', 'White', 'Male', 'Catholic', '30000-49999', 'College', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['374', 'Republican', 'Moderate', 'White', 'Male', 'Catholic', '100000-149999', 'College', '65+', 'West', 'Approve', 'Obama'], Obama
['375', 'Independent', 'Moderate', 'Black', 'Male', 'Catholic', '100000-149999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['376', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '100000-149999', 'College', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['377', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', '30000-49999', 'College', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['378', 'Republican', 'Conservative', 'White', 'Male', 'Catholic', '100000-149999', 'H.S. diploma or less', '65+', 'Northeast', 'Approve', 'McCain'], McCain
['379', 'Democratic', 'Liberal', 'White', 'Male', 'Protestant', '30000-49999', 'College', '65+', 'West', 'Disapprove', 'Obama'], Obama
['380', 'Republican', 'Moderate', 'White', 'Female', 'Other', '30000-49999', 'Post-Grad', '65+', 'Northeast', 'Disapprove', 'Obama'], Obama
['381', 'Republican', 'Liberal', 'White', 'Female', 'Protestant', '30000-49999', 'College', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['382', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '100000-149999', 'H.S. diploma or less', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['383', 'Independent', 'Moderate', 'White', 'Male', 'Protestant', 'Less than 30000', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['384', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', '75000-99999', 'H.S. diploma or less', '45-64', 'South', 'Disapprove', 'McCain'], McCain
['385', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '75000-99999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['386', 'Republican', 'Moderate', 'Black', 'Male', 'Protestant', '75000-99999', 'H.S. diploma or less', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['387', 'Independent', 'Conservative', 'White', 'Male', 'Other', 'Less than 30000', 'College', '65+', 'South', 'Disapprove', 'McCain'], McCain
['388', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '75000-99999', 'College', '65+', 'Northeast', 'Disapprove', 'McCain'], McCain
['389', 'Democratic', 'Moderate', 'White', 'Female', 'Other', 'Less than 30000', 'Post-Grad', '65+', 'South', 'Approve', 'Obama'], Obama
['390', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'H.S. diploma or less', '65+', 'Midwest', 'Approve', 'Obama'], Obama
['391', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['392', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'College', '30-44', 'South', 'Approve', 'Obama'], Obama
['393', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '30000-49999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['394', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '50000-74999', 'H.S. diploma or less', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['395', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '100000-149999', 'Post-Grad', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['396', 'Republican', 'Liberal', 'White', 'Female', 'Protestant', '50000-74999', 'College', '65+', 'West', 'Disapprove', 'Obama'], Obama
['397', 'Independent', 'Liberal', 'Other', 'Male', 'Protestant', '150000+', 'Post-Grad', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['398', 'Republican', 'Conservative', 'White', 'Male', 'Other', '100000-149999', 'College', '18-29', 'Northeast', 'Disapprove', 'Obama'], Obama
['399', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '150000+', 'College', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['400', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '30000-49999', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['401', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['402', 'Republican', 'Conservative', 'White', 'Male', 'Protestant', '30000-49999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
Total classified: 100
Total correct: 99
Total incorrect: 1
Accuracy: 0.99
Error rate: 0.01
['403', 'Democratic', 'Liberal', 'White', 'Female', 'Protestant', 'Less than 30000', 'College', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['404', 'Republican', 'Conservative', 'White', 'Female', 'Protestant', '30000-49999', 'H.S. diploma or less', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['405', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'Post-Grad', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['406', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'College', '45-64', 'South', 'Approve', 'Obama'], Obama
['407', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '50000-74999', 'H.S. diploma or less', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['408', 'Republican', 'Liberal', 'White', 'Male', 'Protestant', '100000-149999', 'College', '45-64', 'South', 'Disapprove', 'McCain'], McCain
['409', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '100000-149999', 'H.S. diploma or less', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['410', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '100000-149999', 'H.S. diploma or less', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['411', 'Independent', 'Moderate', 'Black', 'Male', 'Protestant', '100000-149999', 'College', '30-44', 'West', 'Approve', 'Obama'], Obama
['412', 'Democratic', 'Moderate', 'White', 'Male', 'Other', '30000-49999', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['413', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '50000-74999', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['414', 'Republican', 'Conservative', 'White', 'Male', 'Protestant', '50000-74999', 'College', '45-64', 'West', 'Approve', 'Obama'], Obama
['415', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '50000-74999', 'H.S. diploma or less', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['416', 'Democratic', 'Liberal', 'White', 'Female', 'Protestant', '50000-74999', 'Post-Grad', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['417', 'Republican', 'Liberal', 'White', 'Female', 'Protestant', '50000-74999', 'H.S. diploma or less', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['418', 'Republican', 'Moderate', 'Other', 'Female', 'Protestant', '150000+', 'College', '65+', 'Northeast', 'Approve', 'McCain'], McCain
['419', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '150000+', 'H.S. diploma or less', '65+', 'South', 'Approve', 'Obama'], Obama
['420', 'Independent', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'College', '65+', 'Northeast', 'Disapprove', 'Obama'], Obama
['421', 'Republican', 'Conservative', 'White', 'Female', 'Protestant', '100000-149999', 'College', '30-44', 'South', 'Approve', 'Obama'], Obama
['422', 'Democratic', 'Moderate', 'Black', 'Female', 'Catholic', '30000-49999', 'Post-Grad', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['423', 'Independent', 'Conservative', 'White', 'Male', 'Protestant', '50000-74999', 'Post-Grad', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['424', 'Republican', 'Conservative', 'White', 'Male', 'Catholic', 'Less than 30000', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['425', 'Independent', 'Liberal', 'White', 'Male', 'Protestant', '30000-49999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['426', 'Independent', 'Liberal', 'White', 'Male', 'Protestant', '30000-49999', 'College', '65+', 'West', 'Disapprove', 'Obama'], Obama
['427', 'Democratic', 'Moderate', 'White', 'Male', 'Other', '30000-49999', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['428', 'Republican', 'Moderate', 'White', 'Male', 'Protestant', '100000-149999', 'College', '65+', 'Midwest', 'Disapprove', 'Obama'], Obama
['429', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '100000-149999', 'H.S. diploma or less', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['430', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '100000-149999', 'College', '65+', 'Northeast', 'Approve', 'McCain'], McCain
['431', 'Republican', 'Moderate', 'Black', 'Male', 'Protestant', '75000-99999', 'H.S. diploma or less', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['432', 'Independent', 'Liberal', 'White', 'Male', 'Protestant', 'Less than 30000', 'College', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['433', 'Democratic', 'Liberal', 'White', 'Female', 'Protestant', '30000-49999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['434', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', '30000-49999', 'College', '45-64', 'Northeast', 'Approve', 'Obama'], Obama
['435', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'H.S. diploma or less', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['436', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '30000-49999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['437', 'Republican', 'Conservative', 'White', 'Male', 'Protestant', '50000-74999', 'H.S. diploma or less', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['438', 'Independent', 'Conservative', 'White', 'Female', 'Other', '150000+', 'H.S. diploma or less', '65+', 'South', 'Disapprove', 'McCain'], McCain
['439', 'Democratic', 'Moderate', 'White', 'Male', 'Other', '100000-149999', 'College', '65+', 'South', 'Disapprove', 'Obama'], Obama
['440', 'Republican', 'Moderate', 'White', 'Male', 'Protestant', '100000-149999', 'College', '65+', 'South', 'Disapprove', 'Obama'], Obama
['441', 'Independent', 'Conservative', 'White', 'Male', 'Protestant', '100000-149999', 'College', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['442', 'Republican', 'Conservative', 'White', 'Female', 'Protestant', '30000-49999', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['443', 'Republican', 'Liberal', 'White', 'Female', 'Protestant', '30000-49999', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['444', 'Independent', 'Conservative', 'Other', 'Male', 'Catholic', 'Less than 30000', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['445', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', 'Less than 30000', 'H.S. diploma or less', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['446', 'Republican', 'Moderate', 'White', 'Male', 'Catholic', 'Less than 30000', 'Post-Grad', '65+', 'Midwest', 'Approve', 'Obama'], Obama
['447', 'Independent', 'Conservative', 'White', 'Female', 'Catholic', '30000-49999', 'College', '45-64', 'West', 'Approve', 'Obama'], Obama
['448', 'Independent', 'Moderate', 'White', 'Male', 'Other', '50000-74999', 'H.S. diploma or less', '65+', 'Northeast', 'Disapprove', 'McCain'], McCain
['449', 'Democratic', 'Moderate', 'White', 'Male', 'Other', '30000-49999', 'H.S. diploma or less', '65+', 'Midwest', 'Approve', 'Obama'], Obama
['450', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '100000-149999', 'Post-Grad', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['451', 'Independent', 'Moderate', 'White', 'Male', 'Protestant', '100000-149999', 'College', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['452', 'Republican', 'Liberal', 'White', 'Male', 'Other', '100000-149999', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['453', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', 'Less than 30000', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['454', 'Republican', 'Moderate', 'Black', 'Male', 'Protestant', '100000-149999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['455', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['456', 'Republican', 'Conservative', 'Other', 'Female', 'Protestant', '50000-74999', 'H.S. diploma or less', '65+', 'South', 'Disapprove', 'Obama'], Obama
['457', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '30000-49999', 'H.S. diploma or less', '45-64', 'South', 'Approve', 'Obama'], Obama
['458', 'Republican', 'Conservative', 'Other', 'Female', 'Catholic', '50000-74999', 'Post-Grad', '18-29', 'South', 'Approve', 'Obama'], Obama
['459', 'Republican', 'Liberal', 'White', 'Female', 'Catholic', '50000-74999', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['460', 'Democratic', 'Liberal', 'White', 'Male', 'Catholic', '100000-149999', 'H.S. diploma or less', '18-29', 'West', 'Approve', 'Obama'], Obama
['461', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', '150000+', 'College', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['462', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '100000-149999', 'College', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['463', 'Democratic', 'Conservative', 'White', 'Male', 'Other', '30000-49999', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['464', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '75000-99999', 'Post-Grad', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['465', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', 'Less than 30000', 'Post-Grad', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['466', 'Democratic', 'Liberal', 'White', 'Female', 'Protestant', '30000-49999', 'Post-Grad', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['467', 'Republican', 'Conservative', 'Other', 'Male', 'Protestant', 'Less than 30000', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['468', 'Independent', 'Liberal', 'White', 'Female', 'Protestant', '30000-49999', 'H.S. diploma or less', '45-64', 'South', 'Approve', 'Obama'], Obama
['469', 'Republican', 'Liberal', 'Black', 'Female', 'Catholic', '30000-49999', 'H.S. diploma or less', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['470', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '50000-74999', 'H.S. diploma or less', '18-29', 'Northeast', 'Disapprove', 'Obama'], Obama
['471', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '100000-149999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['472', 'Democratic', 'Conservative', 'White', 'Female', 'Other', '50000-74999', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['473', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '150000+', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['474', 'Democratic', 'Liberal', 'White', 'Female', 'Catholic', '100000-149999', 'College', '30-44', 'South', 'Approve', 'Obama'], Obama
['475', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '100000-149999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['476', 'Democratic', 'Liberal', 'White', 'Male', 'Protestant', '30000-49999', 'H.S. diploma or less', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['477', 'Independent', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'H.S. diploma or less', '45-64', 'South', 'Approve', 'Obama'], Obama
['478', 'Democratic', 'Liberal', 'White', 'Male', 'Protestant', '30000-49999', 'H.S. diploma or less', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['479', 'Republican', 'Moderate', 'Other', 'Male', 'Protestant', '30000-49999', 'Post-Grad', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['480', 'Republican', 'Conservative', 'Other', 'Male', 'Protestant', '50000-74999', 'College', '45-64', 'West', 'Approve', 'McCain'], McCain
['481', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '75000-99999', 'College', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['482', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '50000-74999', 'College', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['483', 'Republican', 'Liberal', 'Black', 'Female', 'Catholic', '150000+', 'Post-Grad', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['484', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', 'Less than 30000', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['485', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '100000-149999', 'Post-Grad', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['486', 'Independent', 'Moderate', 'White', 'Male', 'Other', 'Less than 30000', 'H.S. diploma or less', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['487', 'Independent', 'Moderate', 'White', 'Female', 'Protestant', '100000-149999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['488', 'Republican', 'Conservative', 'Other', 'Male', 'Other', '30000-49999', 'H.S. diploma or less', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['489', 'Independent', 'Conservative', 'White', 'Female', 'Protestant', '30000-49999', 'H.S. diploma or less', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['490', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'College', '18-29', 'South', 'Approve', 'Obama'], Obama
['491', 'Republican', 'Liberal', 'Black', 'Female', 'Protestant', '50000-74999', 'H.S. diploma or less', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['492', 'Independent', 'Moderate', 'Black', 'Female', 'Catholic', '50000-74999', 'College', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['493', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '50000-74999', 'College', '30-44', 'South', 'Approve', 'Obama'], Obama
['494', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '150000+', 'College', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['495', 'Republican', 'Conservative', 'White', 'Male', 'Protestant', '150000+', 'College', '45-64', 'West', 'Disapprove', 'McCain'], McCain
['496', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '150000+', 'College', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['497', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', '100000-149999', 'College', '30-44', 'Midwest', 'Approve', 'Obama'], Obama
['498', 'Democratic', 'Liberal', 'White', 'Female', 'Protestant', '30000-49999', 'H.S. diploma or less', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['499', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '50000-74999', 'H.S. diploma or less', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['500', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '30000-49999', 'College', '65+', 'South', 'Disapprove', 'McCain'], Obama
['501', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '100000-149999', 'H.S. diploma or less', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['502', 'Democratic', 'Liberal', 'White', 'Female', 'Protestant', '30000-49999', 'College', '65+', 'West', 'Disapprove', 'Obama'], Obama
Total classified: 100
Total correct: 99
Total incorrect: 1
Accuracy: 0.99
Error rate: 0.01
['503', 'Republican', 'Conservative', 'Other', 'Male', 'Protestant', '100000-149999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['504', 'Democratic', 'Liberal', 'White', 'Female', 'Protestant', '50000-74999', 'College', '65+', 'South', 'Disapprove', 'Obama'], Obama
['505', 'Republican', 'Conservative', 'Black', 'Male', 'Catholic', '75000-99999', 'H.S. diploma or less', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['506', 'Independent', 'Liberal', 'White', 'Female', 'Catholic', 'Less than 30000', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['507', 'Democratic', 'Conservative', 'White', 'Female', 'Catholic', '75000-99999', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['508', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', '30000-49999', 'College', '65+', 'Midwest', 'Disapprove', 'Obama'], Obama
['509', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'College', '30-44', 'South', 'Approve', 'Obama'], Obama
['510', 'Independent', 'Moderate', 'White', 'Male', 'Catholic', '30000-49999', 'H.S. diploma or less', '65+', 'Northeast', 'Approve', 'Obama'], Obama
['511', 'Independent', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'H.S. diploma or less', '65+', 'South', 'Disapprove', 'Obama'], Obama
['512', 'Democratic', 'Conservative', 'Other', 'Male', 'Protestant', '30000-49999', 'College', '30-44', 'South', 'Approve', 'Obama'], Obama
['513', 'Republican', 'Liberal', 'Other', 'Male', 'Protestant', '50000-74999', 'H.S. diploma or less', '30-44', 'Midwest', 'Approve', 'Obama'], Obama
['514', 'Democratic', 'Conservative', 'Black', 'Male', 'Catholic', '150000+', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['515', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '50000-74999', 'College', '30-44', 'Midwest', 'Approve', 'Obama'], Obama
['516', 'Republican', 'Liberal', 'Black', 'Female', 'Catholic', '100000-149999', 'College', '18-29', 'West', 'Approve', 'Obama'], Obama
['517', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', '150000+', 'H.S. diploma or less', '18-29', 'Northeast', 'Disapprove', 'Obama'], Obama
['518', 'Independent', 'Conservative', 'White', 'Female', 'Protestant', '30000-49999', 'Post-Grad', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['519', 'Democratic', 'Conservative', 'Black', 'Female', 'Catholic', '30000-49999', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['520', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', 'Less than 30000', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['521', 'Independent', 'Conservative', 'White', 'Female', 'Catholic', '50000-74999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['522', 'Independent', 'Liberal', 'White', 'Female', 'Catholic', '50000-74999', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['523', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '50000-74999', 'College', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['524', 'Republican', 'Conservative', 'White', 'Female', 'Other', '150000+', 'Post-Grad', '45-64', 'South', 'Disapprove', 'McCain'], McCain
['525', 'Democratic', 'Liberal', 'Other', 'Female', 'Protestant', '30000-49999', 'College', '30-44', 'Midwest', 'Approve', 'Obama'], Obama
['526', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '100000-149999', 'College', '30-44', 'South', 'Approve', 'Obama'], Obama
['527', 'Democratic', 'Moderate', 'Black', 'Male', 'Protestant', '75000-99999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['528', 'Democratic', 'Liberal', 'Black', 'Male', 'Protestant', '100000-149999', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['529', 'Independent', 'Moderate', 'White', 'Male', 'Catholic', 'Less than 30000', 'H.S. diploma or less', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['530', 'Democratic', 'Conservative', 'White', 'Male', 'Catholic', '100000-149999', 'H.S. diploma or less', '45-64', 'West', 'Approve', 'Obama'], Obama
['531', 'Independent', 'Moderate', 'White', 'Female', 'Catholic', '30000-49999', 'H.S. diploma or less', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['532', 'Republican', 'Conservative', 'White', 'Female', 'Catholic', '30000-49999', 'Post-Grad', '18-29', 'Northeast', 'Approve', 'Obama'], Obama
['533', 'Independent', 'Moderate', 'White', 'Male', 'Catholic', '30000-49999', 'College', '30-44', 'West', 'Approve', 'Obama'], Obama
['534', 'Democratic', 'Liberal', 'Other', 'Female', 'Protestant', '50000-74999', 'H.S. diploma or less', '18-29', 'Northeast', 'Disapprove', 'Obama'], Obama
['535', 'Independent', 'Liberal', 'Black', 'Female', 'Other', '50000-74999', 'H.S. diploma or less', '30-44', 'South', 'Approve', 'Obama'], Obama
['536', 'Republican', 'Moderate', 'Black', 'Male', 'Protestant', '50000-74999', 'College', '65+', 'Midwest', 'Disapprove', 'Obama'], Obama
['537', 'Democratic', 'Moderate', 'Black', 'Female', 'Protestant', '150000+', 'College', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['538', 'Independent', 'Conservative', 'White', 'Male', 'Protestant', '150000+', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['539', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '30000-49999', 'Post-Grad', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['540', 'Democratic', 'Conservative', 'White', 'Male', 'Catholic', '150000+', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['541', 'Democratic', 'Liberal', 'Black', 'Male', 'Protestant', '30000-49999', 'Post-Grad', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['542', 'Democratic', 'Liberal', 'White', 'Female', 'Catholic', '50000-74999', 'Post-Grad', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['543', 'Independent', 'Moderate', 'White', 'Male', 'Catholic', '50000-74999', 'Post-Grad', '18-29', 'Northeast', 'Disapprove', 'Obama'], Obama
['544', 'Democratic', 'Liberal', 'White', 'Female', 'Catholic', '50000-74999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['545', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', 'Less than 30000', 'College', '18-29', 'South', 'Approve', 'Obama'], Obama
['546', 'Republican', 'Conservative', 'White', 'Male', 'Catholic', '30000-49999', 'College', '30-44', 'Midwest', 'Approve', 'Obama'], Obama
['547', 'Democratic', 'Liberal', 'Black', 'Female', 'Protestant', '100000-149999', 'H.S. diploma or less', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['548', 'Republican', 'Conservative', 'White', 'Male', 'Protestant', '75000-99999', 'College', '30-44', 'Midwest', 'Approve', 'Obama'], Obama
['549', 'Independent', 'Liberal', 'White', 'Female', 'Protestant', '100000-149999', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['550', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '100000-149999', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['551', 'Republican', 'Liberal', 'Black', 'Male', 'Protestant', '30000-49999', 'Post-Grad', '45-64', 'South', 'Approve', 'Obama'], Obama
['552', 'Republican', 'Moderate', 'White', 'Male', 'Catholic', '30000-49999', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['553', 'Democratic', 'Moderate', 'Black', 'Male', 'Catholic', '30000-49999', 'Post-Grad', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['554', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '30000-49999', 'Post-Grad', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['555', 'Republican', 'Moderate', 'White', 'Male', 'Catholic', '30000-49999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
